Product Id,Product type,Product Name,Cost,Sale Price,Transaction Id,Due Date,Product Quantity,Bid from,Bfrom,Bid to,BTo,City
17,Mechanical,Socket,110,180,1012,2015-02-01,3,10,VCC Engineering Company,1,Jvc Engineering Company,Pune
30,Mechanical,Hammer,110,180,1014,2015-02-01,2,9,SR Engineering Company,2,Treknocom Engineering ,Pune
20,Mechanical,Drilling bits,110,180,1014,2015-02-01,2,9,SR Engineering Company,2,Treknocom Engineering ,Pune
33,Mechanical,Pliers,110,180,1014,2015-02-01,3,9,SR Engineering Company,2,Treknocom Engineering ,Pune
3,Electronics,Electric Soldering ,90,170,1014,2015-02-01,3,9,SR Engineering Company,2,Treknocom Engineering ,Pune
15,Electronics,Exhaust Fan,275,399,1014,2015-02-01,2,9,SR Engineering Company,2,Treknocom Engineering ,Pune
26,Mechanical,clips,110,180,1014,2015-02-01,1,9,SR Engineering Company,2,Treknocom Engineering ,Pune
8,Electronics,Regulator,70,90,1015,2015-02-01,3,7,CADEM Engineering,4,Ultra Engineering Corporation,Pune
11,Electronics,Switch Board,130,200,1015,2015-02-01,3,7,CADEM Engineering,4,Ultra Engineering Corporation,Pune
3,Electronics,Electric Soldering ,90,170,1015,2015-02-01,3,7,CADEM Engineering,4,Ultra Engineering Corporation,Pune
2,Electronics,Drilling machine,550,800,1015,2015-02-01,3,7,CADEM Engineering,4,Ultra Engineering Corporation,Pune
7,Electronics,Cutter,880,1470,1015,2015-02-01,2,7,CADEM Engineering,4,Ultra Engineering Corporation,Pune
12,Electronics,Batteries,300,650,1015,2015-02-01,3,7,CADEM Engineering,4,Ultra Engineering Corporation,Pune
25,Mechanical,boxes,110,180,1015,2015-02-01,3,7,CADEM Engineering,4,Ultra Engineering Corporation,Pune
27,Mechanical,Saw Blades,110,180,1017,2015-02-01,1,9,SR Engineering Company,7,CADEM Engineering,Pune
16,Electronics,Air Blower,350,600,1017,2015-02-01,2,9,SR Engineering Company,7,CADEM Engineering,Pune
8,Electronics,Regulator,70,90,1020,2015-02-01,1,3,Deccan Mechanical,1,Jvc Engineering Company,Pune
31,Mechanical,Spanner Set ,110,180,1020,2015-02-01,2,3,Deccan Mechanical,1,Jvc Engineering Company,Pune
4,Electronics,Grinder,525,800,1020,2015-02-01,1,3,Deccan Mechanical,1,Jvc Engineering Company,Pune
21,Mechanical,Screw,110,180,1020,2015-02-01,1,3,Deccan Mechanical,1,Jvc Engineering Company,Pune
23,Mechanical,roads,110,180,1020,2015-02-01,1,3,Deccan Mechanical,1,Jvc Engineering Company,Pune
15,Electronics,Exhaust Fan,275,399,1020,2015-02-01,3,3,Deccan Mechanical,1,Jvc Engineering Company,Pune
33,Mechanical,Pliers,110,180,1021,2015-02-01,3,3,Deccan Mechanical,1,Jvc Engineering Company,Pune
8,Electronics,Regulator,70,90,1021,2015-02-01,1,3,Deccan Mechanical,1,Jvc Engineering Company,Pune
20,Mechanical,Drilling bits,110,180,1021,2015-02-01,3,3,Deccan Mechanical,1,Jvc Engineering Company,Pune
1,Electronics,Wires and Cables,110,180,1021,2015-02-01,2,3,Deccan Mechanical,1,Jvc Engineering Company,Pune
7,Electronics,Cutter,880,1470,1021,2015-02-01,1,3,Deccan Mechanical,1,Jvc Engineering Company,Pune
19,Mechanical,Nut bolts,110,180,1024,2015-02-01,1,7,CADEM Engineering,8,Altran India,Pune
14,Electronics,DC Motor,80,150,1024,2015-02-01,2,7,CADEM Engineering,8,Altran India,Pune
3,Electronics,Electric Soldering ,90,170,1024,2015-02-01,2,7,CADEM Engineering,8,Altran India,Pune
23,Mechanical,roads,110,180,1024,2015-02-01,3,7,CADEM Engineering,8,Altran India,Pune
6,Electronics,Welding Machine,3500,6000,1024,2015-02-01,3,7,CADEM Engineering,8,Altran India,Pune
16,Electronics,Air Blower,350,600,1024,2015-02-01,1,7,CADEM Engineering,8,Altran India,Pune
29,Mechanical,Aluminum Ladder,110,180,1025,2015-02-01,2,7,CADEM Engineering,6,Technomech,Pune
28,Mechanical,Circular Saw Blades,110,180,1025,2015-02-01,2,7,CADEM Engineering,6,Technomech,Pune
26,Mechanical,clips,110,180,1025,2015-02-01,3,7,CADEM Engineering,6,Technomech,Pune
5,Electronics,Jigsaw,850,1200,1025,2015-02-01,2,7,CADEM Engineering,6,Technomech,Pune
1,Electronics,Wires and Cables,110,180,1025,2015-02-01,2,7,CADEM Engineering,6,Technomech,Pune
20,Mechanical,Drilling bits,110,180,1025,2015-02-01,3,7,CADEM Engineering,6,Technomech,Pune
1,Electronics,Wires and Cables,110,180,1028,2015-02-01,3,3,Deccan Mechanical,1,Jvc Engineering Company,Pune
28,Mechanical,Circular Saw Blades,110,180,1028,2015-02-01,1,3,Deccan Mechanical,1,Jvc Engineering Company,Pune
14,Electronics,DC Motor,80,150,1028,2015-02-01,1,3,Deccan Mechanical,1,Jvc Engineering Company,Pune
7,Electronics,Cutter,880,1470,1028,2015-02-01,1,3,Deccan Mechanical,1,Jvc Engineering Company,Pune
27,Mechanical,Saw Blades,110,180,1030,2015-02-01,1,7,CADEM Engineering,9,SR Engineering Company,Pune
23,Mechanical,roads,110,180,1030,2015-02-01,3,7,CADEM Engineering,9,SR Engineering Company,Pune
33,Mechanical,Pliers,110,180,1030,2015-02-01,1,7,CADEM Engineering,9,SR Engineering Company,Pune
16,Electronics,Air Blower,350,600,1030,2015-02-01,1,7,CADEM Engineering,9,SR Engineering Company,Pune
7,Electronics,Cutter,880,1470,1030,2015-02-01,2,7,CADEM Engineering,9,SR Engineering Company,Pune
30,Mechanical,Hammer,110,180,1031,2015-02-01,3,1,Jvc Engineering Company,4,Ultra Engineering Corporation,Pune
8,Electronics,Regulator,70,90,1034,2015-02-01,3,3,Deccan Mechanical,5,Premier Engineering,Pune
12,Electronics,Batteries,300,650,1034,2015-02-01,2,3,Deccan Mechanical,5,Premier Engineering,Pune
7,Electronics,Cutter,880,1470,1034,2015-02-01,2,3,Deccan Mechanical,5,Premier Engineering,Pune
5,Electronics,Jigsaw,850,1200,1034,2015-02-01,2,3,Deccan Mechanical,5,Premier Engineering,Pune
32,Mechanical,Iron Vice,110,180,1037,2015-02-01,1,2,Treknocom Engineering ,4,Ultra Engineering Corporation,Pune
17,Mechanical,Socket,110,180,1037,2015-02-01,2,2,Treknocom Engineering ,4,Ultra Engineering Corporation,Pune
28,Mechanical,Circular Saw Blades,110,180,1037,2015-02-01,2,2,Treknocom Engineering ,4,Ultra Engineering Corporation,Pune
16,Electronics,Air Blower,350,600,1037,2015-02-01,2,2,Treknocom Engineering ,4,Ultra Engineering Corporation,Pune
15,Electronics,Exhaust Fan,275,399,1037,2015-02-01,1,2,Treknocom Engineering ,4,Ultra Engineering Corporation,Pune
3,Electronics,Electric Soldering ,90,170,1037,2015-02-01,3,2,Treknocom Engineering ,4,Ultra Engineering Corporation,Pune
21,Mechanical,Screw,110,180,1037,2015-02-01,3,2,Treknocom Engineering ,4,Ultra Engineering Corporation,Pune
30,Mechanical,Hammer,110,180,1039,2015-02-01,1,2,Treknocom Engineering ,10,VCC Engineering Company,Pune
31,Mechanical,Spanner Set ,110,180,1039,2015-02-01,2,2,Treknocom Engineering ,10,VCC Engineering Company,Pune
12,Electronics,Batteries,300,650,1039,2015-02-01,1,2,Treknocom Engineering ,10,VCC Engineering Company,Pune
10,Electronics,Switch Box,105,170,1039,2015-02-01,1,2,Treknocom Engineering ,10,VCC Engineering Company,Pune
21,Mechanical,Screw,110,180,1039,2015-02-01,3,2,Treknocom Engineering ,10,VCC Engineering Company,Pune
14,Electronics,DC Motor,80,150,1039,2015-02-01,2,2,Treknocom Engineering ,10,VCC Engineering Company,Pune
32,Mechanical,Iron Vice,110,180,1042,2015-02-02,1,9,SR Engineering Company,1,Jvc Engineering Company,Pune
4,Electronics,Grinder,525,800,1042,2015-02-02,1,9,SR Engineering Company,1,Jvc Engineering Company,Pune
15,Electronics,Exhaust Fan,275,399,1042,2015-02-02,2,9,SR Engineering Company,1,Jvc Engineering Company,Pune
6,Electronics,Welding Machine,3500,6000,1042,2015-02-02,3,9,SR Engineering Company,1,Jvc Engineering Company,Pune
25,Mechanical,boxes,110,180,1042,2015-02-02,3,9,SR Engineering Company,1,Jvc Engineering Company,Pune
25,Mechanical,boxes,110,180,1044,2015-02-02,3,10,VCC Engineering Company,4,Ultra Engineering Corporation,Pune
15,Electronics,Exhaust Fan,275,399,1044,2015-02-02,1,10,VCC Engineering Company,4,Ultra Engineering Corporation,Pune
32,Mechanical,Iron Vice,110,180,1044,2015-02-02,1,10,VCC Engineering Company,4,Ultra Engineering Corporation,Pune
29,Mechanical,Aluminum Ladder,110,180,1044,2015-02-02,1,10,VCC Engineering Company,4,Ultra Engineering Corporation,Pune
20,Mechanical,Drilling bits,110,180,1045,2015-02-02,2,2,Treknocom Engineering ,9,SR Engineering Company,Pune
17,Mechanical,Socket,110,180,1045,2015-02-02,2,2,Treknocom Engineering ,9,SR Engineering Company,Pune
2,Electronics,Drilling machine,550,800,1045,2015-02-02,1,2,Treknocom Engineering ,9,SR Engineering Company,Pune
9,Electronics,Adapter,70,125,1045,2015-02-02,2,2,Treknocom Engineering ,9,SR Engineering Company,Pune
31,Mechanical,Spanner Set ,110,180,1045,2015-02-02,2,2,Treknocom Engineering ,9,SR Engineering Company,Pune
8,Electronics,Regulator,70,90,1045,2015-02-02,1,2,Treknocom Engineering ,9,SR Engineering Company,Pune
16,Electronics,Air Blower,350,600,1045,2015-02-02,2,2,Treknocom Engineering ,9,SR Engineering Company,Pune
32,Mechanical,Iron Vice,110,180,1045,2015-02-02,2,2,Treknocom Engineering ,9,SR Engineering Company,Pune
3,Electronics,Electric Soldering ,90,170,1047,2015-02-02,2,5,Premier Engineering,4,Ultra Engineering Corporation,Pune
8,Electronics,Regulator,70,90,1047,2015-02-02,2,5,Premier Engineering,4,Ultra Engineering Corporation,Pune
26,Mechanical,clips,110,180,1047,2015-02-02,3,5,Premier Engineering,4,Ultra Engineering Corporation,Pune
7,Electronics,Cutter,880,1470,1047,2015-02-02,1,5,Premier Engineering,4,Ultra Engineering Corporation,Pune
31,Mechanical,Spanner Set ,110,180,1047,2015-02-02,3,5,Premier Engineering,4,Ultra Engineering Corporation,Pune
31,Mechanical,Spanner Set ,110,180,1050,2015-02-02,2,3,Deccan Mechanical,1,Jvc Engineering Company,Pune
22,Mechanical,Screwdriver Kit,110,180,1050,2015-02-02,2,3,Deccan Mechanical,1,Jvc Engineering Company,Pune
8,Electronics,Regulator,70,90,1050,2015-02-02,2,3,Deccan Mechanical,1,Jvc Engineering Company,Pune
11,Electronics,Switch Board,130,200,1050,2015-02-02,1,3,Deccan Mechanical,1,Jvc Engineering Company,Pune
12,Electronics,Batteries,300,650,1050,2015-02-02,1,3,Deccan Mechanical,1,Jvc Engineering Company,Pune
1,Electronics,Wires and Cables,110,180,1050,2015-02-02,2,3,Deccan Mechanical,1,Jvc Engineering Company,Pune
34,Mechanical,Gear Box,110,180,1050,2015-02-02,2,3,Deccan Mechanical,1,Jvc Engineering Company,Pune
23,Mechanical,roads,110,180,1053,2015-02-02,1,4,Ultra Engineering Corporation,9,SR Engineering Company,Pune
10,Electronics,Switch Box,105,170,1053,2015-02-02,2,4,Ultra Engineering Corporation,9,SR Engineering Company,Pune
3,Electronics,Electric Soldering ,90,170,1054,2015-02-02,1,1,Jvc Engineering Company,7,CADEM Engineering,Pune
9,Electronics,Adapter,70,125,1054,2015-02-02,1,1,Jvc Engineering Company,7,CADEM Engineering,Pune
22,Mechanical,Screwdriver Kit,110,180,1054,2015-02-02,1,1,Jvc Engineering Company,7,CADEM Engineering,Pune
29,Mechanical,Aluminum Ladder,110,180,1054,2015-02-02,3,1,Jvc Engineering Company,7,CADEM Engineering,Pune
31,Mechanical,Spanner Set ,110,180,1056,2015-02-02,3,10,VCC Engineering Company,6,Technomech,Pune
27,Mechanical,Saw Blades,110,180,1056,2015-02-02,2,10,VCC Engineering Company,6,Technomech,Pune
10,Electronics,Switch Box,105,170,1056,2015-02-02,3,10,VCC Engineering Company,6,Technomech,Pune
4,Electronics,Grinder,525,800,1056,2015-02-02,3,10,VCC Engineering Company,6,Technomech,Pune
22,Mechanical,Screwdriver Kit,110,180,1056,2015-02-02,1,10,VCC Engineering Company,6,Technomech,Pune
32,Mechanical,Iron Vice,110,180,1056,2015-02-02,3,10,VCC Engineering Company,6,Technomech,Pune
31,Mechanical,Spanner Set ,110,180,1060,2015-02-02,1,9,SR Engineering Company,3,Deccan Mechanical,Pune
1,Electronics,Wires and Cables,110,180,1060,2015-02-02,2,9,SR Engineering Company,3,Deccan Mechanical,Pune
34,Mechanical,Gear Box,110,180,1060,2015-02-02,2,9,SR Engineering Company,3,Deccan Mechanical,Pune
20,Mechanical,Drilling bits,110,180,1060,2015-02-02,2,9,SR Engineering Company,3,Deccan Mechanical,Pune
14,Electronics,DC Motor,80,150,1060,2015-02-02,3,9,SR Engineering Company,3,Deccan Mechanical,Pune
26,Mechanical,clips,110,180,1060,2015-02-02,2,9,SR Engineering Company,3,Deccan Mechanical,Pune
33,Mechanical,Pliers,110,180,1063,2015-02-02,2,5,Premier Engineering,7,CADEM Engineering,Pune
20,Mechanical,Drilling bits,110,180,1063,2015-02-02,1,5,Premier Engineering,7,CADEM Engineering,Pune
30,Mechanical,Hammer,110,180,1063,2015-02-02,2,5,Premier Engineering,7,CADEM Engineering,Pune
17,Mechanical,Socket,110,180,1063,2015-02-02,1,5,Premier Engineering,7,CADEM Engineering,Pune
34,Mechanical,Gear Box,110,180,1066,2015-02-02,1,3,Deccan Mechanical,7,CADEM Engineering,Pune
18,Mechanical,Crimping,110,180,1066,2015-02-02,1,3,Deccan Mechanical,7,CADEM Engineering,Pune
3,Electronics,Electric Soldering ,90,170,1066,2015-02-02,1,3,Deccan Mechanical,7,CADEM Engineering,Pune
1,Electronics,Wires and Cables,110,180,1066,2015-02-02,2,3,Deccan Mechanical,7,CADEM Engineering,Pune
9,Electronics,Adapter,70,125,1066,2015-02-02,3,3,Deccan Mechanical,7,CADEM Engineering,Pune
10,Electronics,Switch Box,105,170,1066,2015-02-02,1,3,Deccan Mechanical,7,CADEM Engineering,Pune
16,Electronics,Air Blower,350,600,1066,2015-02-02,1,3,Deccan Mechanical,7,CADEM Engineering,Pune
7,Electronics,Cutter,880,1470,1066,2015-02-02,2,3,Deccan Mechanical,7,CADEM Engineering,Pune
34,Mechanical,Gear Box,110,180,1068,2015-02-02,3,5,Premier Engineering,2,Treknocom Engineering ,Pune
21,Mechanical,Screw,110,180,1068,2015-02-02,1,5,Premier Engineering,2,Treknocom Engineering ,Pune
20,Mechanical,Drilling bits,110,180,1068,2015-02-02,2,5,Premier Engineering,2,Treknocom Engineering ,Pune
10,Electronics,Switch Box,105,170,1068,2015-02-02,1,5,Premier Engineering,2,Treknocom Engineering ,Pune
7,Electronics,Cutter,880,1470,1068,2015-02-02,1,5,Premier Engineering,2,Treknocom Engineering ,Pune
3,Electronics,Electric Soldering ,90,170,1068,2015-02-02,1,5,Premier Engineering,2,Treknocom Engineering ,Pune
15,Electronics,Exhaust Fan,275,399,1068,2015-02-02,2,5,Premier Engineering,2,Treknocom Engineering ,Pune
31,Mechanical,Spanner Set ,110,180,1068,2015-02-02,2,5,Premier Engineering,2,Treknocom Engineering ,Pune
2,Electronics,Drilling machine,550,800,1070,2015-02-02,1,10,VCC Engineering Company,7,CADEM Engineering,Pune
27,Mechanical,Saw Blades,110,180,1070,2015-02-02,1,10,VCC Engineering Company,7,CADEM Engineering,Pune
6,Electronics,Welding Machine,3500,6000,1070,2015-02-02,3,10,VCC Engineering Company,7,CADEM Engineering,Pune
18,Mechanical,Crimping,110,180,1070,2015-02-02,1,10,VCC Engineering Company,7,CADEM Engineering,Pune
12,Electronics,Batteries,300,650,1070,2015-02-02,3,10,VCC Engineering Company,7,CADEM Engineering,Pune
7,Electronics,Cutter,880,1470,1070,2015-02-02,2,10,VCC Engineering Company,7,CADEM Engineering,Pune
9,Electronics,Adapter,70,125,1070,2015-02-02,2,10,VCC Engineering Company,7,CADEM Engineering,Pune
31,Mechanical,Spanner Set ,110,180,1070,2015-02-02,2,10,VCC Engineering Company,7,CADEM Engineering,Pune
34,Mechanical,Gear Box,110,180,1073,2015-02-02,1,4,Ultra Engineering Corporation,8,Altran India,Pune
7,Electronics,Cutter,880,1470,1073,2015-02-02,1,4,Ultra Engineering Corporation,8,Altran India,Pune
4,Electronics,Grinder,525,800,1073,2015-02-02,3,4,Ultra Engineering Corporation,8,Altran India,Pune
11,Electronics,Switch Board,130,200,1073,2015-02-02,2,4,Ultra Engineering Corporation,8,Altran India,Pune
22,Mechanical,Screwdriver Kit,110,180,1075,2015-02-02,3,9,SR Engineering Company,1,Jvc Engineering Company,Pune
17,Mechanical,Socket,110,180,1075,2015-02-02,3,9,SR Engineering Company,1,Jvc Engineering Company,Pune
9,Electronics,Adapter,70,125,1075,2015-02-02,2,9,SR Engineering Company,1,Jvc Engineering Company,Pune
3,Electronics,Electric Soldering ,90,170,1075,2015-02-02,1,9,SR Engineering Company,1,Jvc Engineering Company,Pune
25,Mechanical,boxes,110,180,1075,2015-02-02,1,9,SR Engineering Company,1,Jvc Engineering Company,Pune
20,Mechanical,Drilling bits,110,180,1075,2015-02-02,2,9,SR Engineering Company,1,Jvc Engineering Company,Pune
2,Electronics,Drilling machine,550,800,1078,2015-02-02,2,5,Premier Engineering,10,VCC Engineering Company,Pune
21,Mechanical,Screw,110,180,1078,2015-02-02,2,5,Premier Engineering,10,VCC Engineering Company,Pune
29,Mechanical,Aluminum Ladder,110,180,1078,2015-02-02,2,5,Premier Engineering,10,VCC Engineering Company,Pune
8,Electronics,Regulator,70,90,1078,2015-02-02,2,5,Premier Engineering,10,VCC Engineering Company,Pune
7,Electronics,Cutter,880,1470,1078,2015-02-02,2,5,Premier Engineering,10,VCC Engineering Company,Pune
19,Mechanical,Nut bolts,110,180,1078,2015-02-02,2,5,Premier Engineering,10,VCC Engineering Company,Pune
31,Mechanical,Spanner Set ,110,180,1078,2015-02-02,2,5,Premier Engineering,10,VCC Engineering Company,Pune
30,Mechanical,Hammer,110,180,1078,2015-02-02,2,5,Premier Engineering,10,VCC Engineering Company,Pune
2,Electronics,Drilling machine,550,800,1081,2015-02-02,1,5,Premier Engineering,7,CADEM Engineering,Pune
14,Electronics,DC Motor,80,150,1081,2015-02-02,3,5,Premier Engineering,7,CADEM Engineering,Pune
8,Electronics,Regulator,70,90,1081,2015-02-02,3,5,Premier Engineering,7,CADEM Engineering,Pune
4,Electronics,Grinder,525,800,1081,2015-02-02,3,5,Premier Engineering,7,CADEM Engineering,Pune
1,Electronics,Wires and Cables,110,180,1081,2015-02-02,1,5,Premier Engineering,7,CADEM Engineering,Pune
4,Electronics,Grinder,525,800,1084,2015-02-03,2,2,Treknocom Engineering ,4,Ultra Engineering Corporation,Pune
6,Electronics,Welding Machine,3500,6000,1084,2015-02-03,3,2,Treknocom Engineering ,4,Ultra Engineering Corporation,Pune
34,Mechanical,Gear Box,110,180,1084,2015-02-03,2,2,Treknocom Engineering ,4,Ultra Engineering Corporation,Pune
3,Electronics,Electric Soldering ,90,170,1084,2015-02-03,3,2,Treknocom Engineering ,4,Ultra Engineering Corporation,Pune
21,Mechanical,Screw,110,180,1084,2015-02-03,2,2,Treknocom Engineering ,4,Ultra Engineering Corporation,Pune
22,Mechanical,Screwdriver Kit,110,180,1084,2015-02-03,1,2,Treknocom Engineering ,4,Ultra Engineering Corporation,Pune
33,Mechanical,Pliers,110,180,1086,2015-02-03,1,5,Premier Engineering,7,CADEM Engineering,Pune
23,Mechanical,roads,110,180,1086,2015-02-03,1,5,Premier Engineering,7,CADEM Engineering,Pune
15,Electronics,Exhaust Fan,275,399,1087,2015-02-03,1,7,CADEM Engineering,8,Altran India,Pune
17,Mechanical,Socket,110,180,1087,2015-02-03,2,7,CADEM Engineering,8,Altran India,Pune
30,Mechanical,Hammer,110,180,1087,2015-02-03,1,7,CADEM Engineering,8,Altran India,Pune
26,Mechanical,clips,110,180,1087,2015-02-03,2,7,CADEM Engineering,8,Altran India,Pune
25,Mechanical,boxes,110,180,1087,2015-02-03,2,7,CADEM Engineering,8,Altran India,Pune
34,Mechanical,Gear Box,110,180,1087,2015-02-03,2,7,CADEM Engineering,8,Altran India,Pune
9,Electronics,Adapter,70,125,1087,2015-02-03,2,7,CADEM Engineering,8,Altran India,Pune
23,Mechanical,roads,110,180,1087,2015-02-03,3,7,CADEM Engineering,8,Altran India,Pune
25,Mechanical,boxes,110,180,1089,2015-02-03,3,1,Jvc Engineering Company,3,Deccan Mechanical,Pune
23,Mechanical,roads,110,180,1089,2015-02-03,2,1,Jvc Engineering Company,3,Deccan Mechanical,Pune
10,Electronics,Switch Box,105,170,1092,2015-02-03,1,3,Deccan Mechanical,9,SR Engineering Company,Pune
33,Mechanical,Pliers,110,180,1092,2015-02-03,3,3,Deccan Mechanical,9,SR Engineering Company,Pune
4,Electronics,Grinder,525,800,1092,2015-02-03,1,3,Deccan Mechanical,9,SR Engineering Company,Pune
16,Electronics,Air Blower,350,600,1092,2015-02-03,1,3,Deccan Mechanical,9,SR Engineering Company,Pune
7,Electronics,Cutter,880,1470,1092,2015-02-03,1,3,Deccan Mechanical,9,SR Engineering Company,Pune
9,Electronics,Adapter,70,125,1092,2015-02-03,3,3,Deccan Mechanical,9,SR Engineering Company,Pune
24,Mechanical,metal plates,110,180,1092,2015-02-03,1,3,Deccan Mechanical,9,SR Engineering Company,Pune
13,Electronics,AC Motor,1800,2500,1092,2015-02-03,2,3,Deccan Mechanical,9,SR Engineering Company,Pune
16,Electronics,Air Blower,350,600,1095,2015-02-03,1,8,Altran India,3,Deccan Mechanical,Pune
31,Mechanical,Spanner Set ,110,180,1095,2015-02-03,1,8,Altran India,3,Deccan Mechanical,Pune
10,Electronics,Switch Box,105,170,1095,2015-02-03,3,8,Altran India,3,Deccan Mechanical,Pune
19,Mechanical,Nut bolts,110,180,1095,2015-02-03,1,8,Altran India,3,Deccan Mechanical,Pune
26,Mechanical,clips,110,180,1095,2015-02-03,2,8,Altran India,3,Deccan Mechanical,Pune
24,Mechanical,metal plates,110,180,1095,2015-02-03,1,8,Altran India,3,Deccan Mechanical,Pune
1,Electronics,Wires and Cables,110,180,1095,2015-02-03,3,8,Altran India,3,Deccan Mechanical,Pune
32,Mechanical,Iron Vice,110,180,1096,2015-02-03,2,1,Jvc Engineering Company,4,Ultra Engineering Corporation,Pune
4,Electronics,Grinder,525,800,1096,2015-02-03,2,1,Jvc Engineering Company,4,Ultra Engineering Corporation,Pune
29,Mechanical,Aluminum Ladder,110,180,1096,2015-02-03,3,1,Jvc Engineering Company,4,Ultra Engineering Corporation,Pune
12,Electronics,Batteries,300,650,1096,2015-02-03,1,1,Jvc Engineering Company,4,Ultra Engineering Corporation,Pune
1,Electronics,Wires and Cables,110,180,1096,2015-02-03,3,1,Jvc Engineering Company,4,Ultra Engineering Corporation,Pune
15,Electronics,Exhaust Fan,275,399,1096,2015-02-03,2,1,Jvc Engineering Company,4,Ultra Engineering Corporation,Pune
33,Mechanical,Pliers,110,180,1096,2015-02-03,2,1,Jvc Engineering Company,4,Ultra Engineering Corporation,Pune
16,Electronics,Air Blower,350,600,1096,2015-02-03,1,1,Jvc Engineering Company,4,Ultra Engineering Corporation,Pune
32,Mechanical,Iron Vice,110,180,1099,2015-02-03,3,5,Premier Engineering,10,VCC Engineering Company,Pune
21,Mechanical,Screw,110,180,1099,2015-02-03,1,5,Premier Engineering,10,VCC Engineering Company,Pune
11,Electronics,Switch Board,130,200,1099,2015-02-03,1,5,Premier Engineering,10,VCC Engineering Company,Pune
16,Electronics,Air Blower,350,600,1099,2015-02-03,3,5,Premier Engineering,10,VCC Engineering Company,Pune
34,Mechanical,Gear Box,110,180,1099,2015-02-03,2,5,Premier Engineering,10,VCC Engineering Company,Pune
31,Mechanical,Spanner Set ,110,180,1099,2015-02-03,3,5,Premier Engineering,10,VCC Engineering Company,Pune
32,Mechanical,Iron Vice,110,180,1102,2015-02-03,2,3,Deccan Mechanical,7,CADEM Engineering,Pune
16,Electronics,Air Blower,350,600,1102,2015-02-03,3,3,Deccan Mechanical,7,CADEM Engineering,Pune
19,Mechanical,Nut bolts,110,180,1102,2015-02-03,1,3,Deccan Mechanical,7,CADEM Engineering,Pune
33,Mechanical,Pliers,110,180,1104,2015-02-03,1,2,Treknocom Engineering ,5,Premier Engineering,Pune
7,Electronics,Cutter,880,1470,1104,2015-02-03,2,2,Treknocom Engineering ,5,Premier Engineering,Pune
31,Mechanical,Spanner Set ,110,180,1104,2015-02-03,3,2,Treknocom Engineering ,5,Premier Engineering,Pune
8,Electronics,Regulator,70,90,1104,2015-02-03,3,2,Treknocom Engineering ,5,Premier Engineering,Pune
16,Electronics,Air Blower,350,600,1104,2015-02-03,3,2,Treknocom Engineering ,5,Premier Engineering,Pune
13,Electronics,AC Motor,1800,2500,1104,2015-02-03,3,2,Treknocom Engineering ,5,Premier Engineering,Pune
27,Mechanical,Saw Blades,110,180,1104,2015-02-03,1,2,Treknocom Engineering ,5,Premier Engineering,Pune
21,Mechanical,Screw,110,180,1105,2015-02-03,2,9,SR Engineering Company,4,Ultra Engineering Corporation,Pune
32,Mechanical,Iron Vice,110,180,1105,2015-02-03,3,9,SR Engineering Company,4,Ultra Engineering Corporation,Pune
11,Electronics,Switch Board,130,200,1105,2015-02-03,3,9,SR Engineering Company,4,Ultra Engineering Corporation,Pune
29,Mechanical,Aluminum Ladder,110,180,1107,2015-02-03,1,10,VCC Engineering Company,5,Premier Engineering,Pune
3,Electronics,Electric Soldering ,90,170,1107,2015-02-03,1,10,VCC Engineering Company,5,Premier Engineering,Pune
